Function	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_rest	category	Significance	pvalue
IMP dehydrogenase [EC:1.1.1.205]	0	1	1	NA	K00088	GC_00000525	1	KOfam	No	0
methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]	0	1	1	NA	K07147	GC_00000116	1	KOfam	No	0
23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]	0	1	1	NA	K02427	GC_00000573	1	KOfam	No	0
leucyl-tRNA synthetase [EC:6.1.1.4]	0	1	1	NA	K01869	GC_00000134	1	KOfam	No	0
enoyl-CoA hydratase [EC:4.2.1.17]	0	1	1	NA	K01692	GC_00000180, GC_00001254, GC_00002708	1	KOfam	No	0
nickel/cobalt transporter (NicO) family protein	0	1	1	NA	K08970	GC_00000130, GC_00002801	1	KOfam	No	0
HSP20 family protein	0	1	1	NA	K13993	GC_00000438, GC_00000761, GC_00004788	1	KOfam	No	0
glucosamine kinase [EC:2.7.1.8]	0	1	1	NA	K18676	GC_00000896, GC_00002245, GC_00002569, GC_00002624, GC_00004515	1	KOfam	No	0
MFS transporter, DHA2 family, multidrug resistance protein	0	1	1	NA	K08169	GC_00000297, GC_00000710	1	KOfam	No	0
cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]	0	1	1	NA	K02188	GC_00000154	1	KOfam	No	0
porphobilinogen synthase [EC:4.2.1.24]	0	1	1	NA	K01698	GC_00000360	1	KOfam	No	0
translation initiation factor 5B	0	1	1	NA	K03243	GC_00000647	1	KOfam	No	0
glycerate 2-kinase [EC:2.7.1.165]	0	1	1	NA	K11529	GC_00000732	1	KOfam	No	0
phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	0	1	1	NA	K01889	GC_00000649	1	KOfam	No	0
carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	0	1	1	NA	K01956	GC_00000619	1	KOfam	No	0
small subunit ribosomal protein S19	0	1	1	NA	K02965	GC_00000499	1	KOfam	No	0
putative transcriptional regulator	0	1	1	NA	K07731	GC_00000065, GC_00000120, GC_00000409, GC_00000550	1	KOfam	No	0
large subunit ribosomal protein L3	0	1	1	NA	K02906	GC_00000517	1	KOfam	No	0
tryptophan synthase alpha chain [EC:4.2.1.20]	0	1	1	NA	K01695	GC_00000452	1	KOfam	No	0
ammonium transporter, Amt family	0	1	1	NA	K03320	GC_00000662, GC_00001123	1	KOfam	No	0
adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	0	1	1	NA	K02233	GC_00000799, GC_00004440	1	KOfam	No	0
magnesium chelatase subunit I [EC:6.6.1.1]	0	1	1	NA	K03405	GC_00000326	1	KOfam	No	0
2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55]	0	1	1	NA	K11395	GC_00000147	1	KOfam	No	0
phosphoglycerate kinase [EC:2.7.2.3]	0	1	1	NA	K00927	GC_00000654	1	KOfam	No	0
DNA gyrase subunit B [EC:5.6.2.2]	0	1	1	NA	K02470	GC_00000424	1	KOfam	No	0
glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	0	1	1	NA	K00111	GC_00000529, GC_00001453, GC_00002662	1	KOfam	No	0
ABC-2 type transport system ATP-binding protein	0	1	1	NA	K01990	GC_00000149, GC_00000282, GC_00000808, GC_00000913, GC_00000980, GC_00001203, GC_00001242, GC_00001858, GC_00001908, GC_00003461, GC_00004138, GC_00004505	1	KOfam	No	0
DNA primase [EC:2.7.7.101]	0	1	1	NA	K02316	GC_00000214	1	KOfam	No	0
thioredoxin 1	0	1	1	NA	K03671	GC_00000716, GC_00002099	1	KOfam	No	0
S-adenosylmethionine synthetase [EC:2.5.1.6]	0	1	1	NA	K00789	GC_00000495	1	KOfam	No	0
LysW-gamma-L-alpha-aminoadipyl-6-phosphate/LysW-L-glutamyl-5-phosphate reductase [EC:1.2.1.103 1.2.1.-]	0	1	1	NA	K05829	GC_00000556	1	KOfam	No	0
signal recognition particle subunit SRP19	0	1	1	NA	K03105	GC_00000591	1	KOfam	No	0
large subunit ribosomal protein L18	0	1	1	NA	K02881	GC_00000497	1	KOfam	No	0
MarR family transcriptional regulator, 2-MHQ and catechol-resistance regulon repressor	0	1	1	NA	K15973	GC_00000362, GC_00001423, GC_00001610	1	KOfam	No	0
archaetidylinositol phosphate synthase [EC:2.7.8.39]	0	1	1	NA	K17884	GC_00000592	1	KOfam	No	0
putative transposase	0	1	1	NA	K07496	GC_00000001, GC_00000002, GC_00000003, GC_00000005, GC_00000010, GC_00000017, GC_00000024, GC_00000026, GC_00000030, GC_00000032, GC_00000038, GC_00000045, GC_00000049, GC_00000069, GC_00000076, GC_00000101, GC_00000787, GC_00000978, GC_00001059, GC_00001124, GC_00001226, GC_00001227, GC_00001257, GC_00001306, GC_00001333, GC_00001484, GC_00001488, GC_00001502, GC_00001505, GC_00001547, GC_00001569, GC_00001594, GC_00001670, GC_00001704, GC_00001747, GC_00001749, GC_00001772, GC_00001796, GC_00001815, GC_00002055, GC_00002110, GC_00002147, GC_00002244, GC_00002260, GC_00002261, GC_00002511, GC_00002578, GC_00002679, GC_00002788, GC_00003234, GC_00003324, GC_00003658, GC_00003666, GC_00003813, GC_00004192, GC_00004652, GC_00004711, GC_00004745	1	KOfam	No	0
exosome complex component RRP42	0	1	1	NA	K12589	GC_00000392	1	KOfam	No	0
large subunit ribosomal protein L4e	0	1	1	NA	K02930	GC_00000350	1	KOfam	No	0
small subunit ribosomal protein S28e	0	1	1	NA	K02979	GC_00000159	1	KOfam	No	0
large subunit ribosomal protein L22	0	1	1	NA	K02890	GC_00000398	1	KOfam	No	0
lipoyl synthase [EC:2.8.1.8]	0	1	1	NA	K03644	GC_00000496	1	KOfam	No	0
enolase [EC:4.2.1.11]	0	1	1	NA	K01689	GC_00000630	1	KOfam	No	0
small subunit ribosomal protein S15	0	1	1	NA	K02956	GC_00000436	1	KOfam	No	0
tryptophanyl-tRNA synthetase [EC:6.1.1.2]	0	1	1	NA	K01867	GC_00000735	1	KOfam	No	0
16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	0	1	1	NA	K02528	GC_00000783	1	KOfam	No	0
acylphosphatase [EC:3.6.1.7]	0	1	1	NA	K01512	GC_00001036, GC_00004380	1	KOfam	No	0
tRNA wybutosine-synthesizing protein 1 [EC:4.1.3.44]	0	1	1	NA	K15449	GC_00000267	1	KOfam	No	0
putative endopeptidase [EC:3.4.24.-]	0	1	1	NA	K07386	GC_00000044, GC_00001595	1	KOfam	No	0
sec-independent protein translocase protein TatA	0	1	1	NA	K03116	GC_00000218, GC_00003388	1	KOfam	No	0
H+-transporting ATPase [EC:7.1.2.1]	0	1	1	NA	K01535	GC_00000157, GC_00002407, GC_00003807	1	KOfam	No	0
methylated-DNA-protein-cysteine methyltransferase related protein	0	1	1	NA	K07443	GC_00000658	1	KOfam	No	0
DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]	0	1	1	NA	K10747	GC_00000681	1	KOfam	No	0
heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	0	1	1	NA	K03389	GC_00000416	1	KOfam	No	0
triosephosphate isomerase (TIM) [EC:5.3.1.1]	0	1	1	NA	K01803	GC_00000346	1	KOfam	No	0
2-(3-amino-3-carboxypropyl)histidine synthase [EC:2.5.1.108]	0	1	1	NA	K07561	GC_00000466	1	KOfam	No	0
nucleoside kinase [EC:2.7.1.73 2.7.1.213 2.7.1.-]	0	1	1	NA	K22026	GC_00000779	1	KOfam	No	0
NADH:ubiquinone reductase (H+-translocating) [EC:7.1.1.2]	0	1	1	NA	K03885	GC_00000174, GC_00001307	1	KOfam	No	0
pre-rRNA-processing protein TSR3	0	1	1	NA	K09140	GC_00000248	1	KOfam	No	0
proteasome beta subunit [EC:3.4.25.1]	0	1	1	NA	K03433	GC_00000569	1	KOfam	No	0
aminobenzoyl-glutamate utilization protein B	0	1	1	NA	K12941	GC_00000692	1	KOfam	No	0
histidinol-phosphate aminotransferase [EC:2.6.1.9]	0	1	1	NA	K00817	GC_00000164	1	KOfam	No	0
ribonuclease P protein subunit POP4 [EC:3.1.26.5]	0	1	1	NA	K03538	GC_00000506	1	KOfam	No	0
small subunit ribosomal protein S4	0	1	1	NA	K02986	GC_00000578	1	KOfam	No	0
arylformamidase [EC:3.5.1.9]	0	1	1	NA	K07130	GC_00000119, GC_00000280, GC_00002392, GC_00002999	1	KOfam	No	0
precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]	0	1	1	NA	K05895	GC_00001148, GC_00001946, GC_00003644	1	KOfam	No	0
7,8-dihydro-6-hydroxymethylpterin dimethyltransferase [EC:2.1.1.-]	0	1	1	NA	K06937	GC_00000082	1	KOfam	No	0
proteasome alpha subunit [EC:3.4.25.1]	0	1	1	NA	K03432	GC_00000613	1	KOfam	No	0
N-methylhydantoinase B [EC:3.5.2.14]	0	1	1	NA	K01474	GC_00000063	1	KOfam	No	0
MoxR-like ATPase [EC:3.6.3.-]	0	1	1	NA	K03924	GC_00000169, GC_00000298	1	KOfam	No	0
alpha,alpha-trehalase [EC:3.2.1.28]	0	1	1	NA	K22934	GC_00000036	1	KOfam	No	0
CoA-dependent NAD(P)H sulfur oxidoreductase [EC:1.8.1.18]	0	1	1	NA	K18367	GC_00000685	1	KOfam	No	0
molybdopterin-guanine dinucleotide biosynthesis adapter protein	0	1	1	NA	K03753	GC_00000085	1	KOfam	No	0
6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	0	1	1	NA	K01737	GC_00000648	1	KOfam	No	0
MFS transporter, SHS family, lactate transporter	0	1	1	NA	K08178	GC_00000040, GC_00001947	1	KOfam	No	0
threonine dehydratase [EC:4.3.1.19]	0	1	1	NA	K01754	GC_00000679	1	KOfam	No	0
prolyl-tRNA synthetase [EC:6.1.1.15]	0	1	1	NA	K01881	GC_00000301	1	KOfam	No	0
MFS transporter, FSR family, fosmidomycin resistance protein	0	1	1	NA	K08223	GC_00000413	1	KOfam	No	0
seryl-tRNA synthetase [EC:6.1.1.11]	0	1	1	NA	K01875	GC_00000541	1	KOfam	No	0
tRNA-intron endonuclease, archaea type [EC:4.6.1.16]	0	1	1	NA	K01170	GC_00000601	1	KOfam	No	0
phosphoserine phosphatase [EC:3.1.3.3]	0	1	1	NA	K01079	GC_00000618, GC_00001265, GC_00001664	1	KOfam	No	0
pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	0	1	1	NA	K02201	GC_00000725	1	KOfam	No	0
glutamate carboxypeptidase [EC:3.4.17.11]	0	1	1	NA	K01295	GC_00001150, GC_00002574	1	KOfam	No	0
small subunit ribosomal protein S9	0	1	1	NA	K02996	GC_00000455	1	KOfam	No	0
succinate dehydrogenase / fumarate reductase, subunit D	0	1	1	NA	K18859	GC_00000528	1	KOfam	No	0
ribonuclease HII [EC:3.1.26.4]	0	1	1	NA	K03470	GC_00000203	1	KOfam	No	0
3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	0	1	1	NA	K00059	GC_00000037, GC_00000258, GC_00000892, GC_00001212, GC_00002434, GC_00002522, GC_00002784	1	KOfam	No	0
precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]	0	1	1	NA	K05936	GC_00000405	1	KOfam	No	0
large subunit ribosomal protein L7Ae	0	1	1	NA	K02936	GC_00000395	1	KOfam	No	0
integrase/recombinase XerD	0	1	1	NA	K04763	GC_00000009, GC_00000594, GC_00001596, GC_00001763, GC_00001803, GC_00002815, GC_00004379, GC_00004735	1	KOfam	No	0
large subunit ribosomal protein L19e	0	1	1	NA	K02885	GC_00000522	1	KOfam	No	0
large subunit ribosomal protein L2	0	1	1	NA	K02886	GC_00000414	1	KOfam	No	0
3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	0	1	1	NA	K00800	GC_00000223	1	KOfam	No	0
cellulose synthase (UDP-forming) [EC:2.4.1.12]	0	1	1	NA	K00694	GC_00000333, GC_00001694, GC_00001698	1	KOfam	No	0
homogentisate 1,2-dioxygenase [EC:1.13.11.5]	0	1	1	NA	K00451	GC_00000143	1	KOfam	No	0
MFS transporter, OFA family, oxalate/formate antiporter	0	1	1	NA	K08177	GC_00000703	1	KOfam	No	0
elongator complex protein 3 [EC:2.3.1.48]	0	1	1	NA	K07739	GC_00000401	1	KOfam	No	0
DNA polymerase IV (archaeal DinB-like DNA polymerase) [EC:2.7.7.7]	0	1	1	NA	K04479	GC_00000640	1	KOfam	No	0
small subunit ribosomal protein S17	0	1	1	NA	K02961	GC_00000357	1	KOfam	No	0
5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]	0	1	1	NA	K01588	GC_00000671	1	KOfam	No	0
UDP-glucose 4-epimerase [EC:5.1.3.2]	0	1	1	NA	K01784	GC_00000237, GC_00001720	1	KOfam	No	0
aconitate hydratase [EC:4.2.1.3]	0	1	1	NA	K01681	GC_00000746	1	KOfam	No	0
[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]	0	1	1	NA	K03789	GC_00000486, GC_00001356, GC_00001635	1	KOfam	No	0
7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	0	1	1	NA	K06920	GC_00000348	1	KOfam	No	0
acetoacetyl-CoA synthetase [EC:6.2.1.16]	0	1	1	NA	K01907	GC_00001382, GC_00001676	1	KOfam	No	0
exosome complex component RRP4	0	1	1	NA	K03679	GC_00000265	1	KOfam	No	0
carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	0	1	1	NA	K01955	GC_00000726	1	KOfam	No	0
nucleobase:cation symporter-1, NCS1 family	0	1	1	NA	K03457	GC_00000031, GC_00000129, GC_00001444, GC_00001527, GC_00002029, GC_00004101	1	KOfam	No	0
sulfide:quinone oxidoreductase [EC:1.8.5.4]	0	1	1	NA	K17218	GC_00000323, GC_00001250, GC_00002198, GC_00003770	1	KOfam	No	0
acryloyl-coenzyme A reductase [EC:1.3.1.84]	0	1	1	NA	K15020	GC_00000251	1	KOfam	No	0
tricorn protease interacting factor F2/3 [EC:3.4.11.-]	0	1	1	NA	K13722	GC_00000281, GC_00000332, GC_00003066	1	KOfam	No	0
homoserine kinase [EC:2.7.1.39]	0	1	1	NA	K00872	GC_00000549	1	KOfam	No	0
GPN-loop GTPase	0	1	1	NA	K24104	GC_00000183	1	KOfam	No	0
tRNA(Ile2)-agmatinylcytidine synthase [EC:6.3.4.22]	0	1	1	NA	K06932	GC_00000059	1	KOfam	No	0
glycine cleavage system H protein	0	1	1	NA	K02437	GC_00000471	1	KOfam	No	0
GTP 3',8-cyclase [EC:4.1.99.22]	0	1	1	NA	K03639	GC_00000115	1	KOfam	No	0
CMP/dCMP kinase [EC:2.7.4.25]	0	1	1	NA	K00945	GC_00000303	1	KOfam	No	0
ribose 5-phosphate isomerase A [EC:5.3.1.6]	0	1	1	NA	K01807	GC_00000380	1	KOfam	No	0
diamine N-acetyltransferase [EC:2.3.1.57]	0	1	1	NA	K22441	GC_00000328, GC_00000729, GC_00001669, GC_00002557	1	KOfam	No	0
glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]	0	1	1	NA	K00096	GC_00000240, GC_00001961	1	KOfam	No	0
chromosome segregation protein	0	1	1	NA	K03529	GC_00000122	1	KOfam	No	0
S-adenosylmethionine decarboxylase [EC:4.1.1.50]	0	1	1	NA	K01611	GC_00000213	1	KOfam	No	0
small subunit ribosomal protein S11	0	1	1	NA	K02948	GC_00000335	1	KOfam	No	0
D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	0	1	1	NA	K00058	GC_00000127, GC_00000239, GC_00001273	1	KOfam	No	0
molecular chaperone GrpE	0	1	1	NA	K03687	GC_00000125	1	KOfam	No	0
digeranylgeranylglycerophospholipid reductase [EC:1.3.1.101 1.3.7.11]	0	1	1	NA	K17830	GC_00000111, GC_00000579	1	KOfam	No	0
small subunit ribosomal protein S8e	0	1	1	NA	K02995	GC_00000487	1	KOfam	No	0
molybdopterin synthase catalytic subunit [EC:2.8.1.12]	0	1	1	NA	K03635	GC_00000688	1	KOfam	No	0
DNA-directed RNA polymerase subunit D [EC:2.7.7.6]	0	1	1	NA	K03047	GC_00000446	1	KOfam	No	0
2-aminoadipate transaminase [EC:2.6.1.-]	0	1	1	NA	K05825	GC_00000574	1	KOfam	No	0
V/A-type H+/Na+-transporting ATPase subunit C	0	1	1	NA	K02119	GC_00000502	1	KOfam	No	0
small subunit ribosomal protein S4e	0	1	1	NA	K02987	GC_00000347	1	KOfam	No	0
L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5]	0	1	1	NA	K13051	GC_00001233, GC_00002113	1	KOfam	No	0
formate dehydrogenase major subunit [EC:1.17.1.9]	0	1	1	NA	K00123	GC_00000092, GC_00001186	1	KOfam	No	0
arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-]	0	1	1	NA	K01551	GC_00000257	1	KOfam	No	0
PadR family transcriptional regulator, regulatory protein PadR	0	1	1	NA	K10947	GC_00001282, GC_00001362, GC_00001681, GC_00001776	1	KOfam	No	0
small subunit ribosomal protein S5	0	1	1	NA	K02988	GC_00000247	1	KOfam	No	0
peroxiredoxin 2/4 [EC:1.11.1.24]	0	1	1	NA	K03386	GC_00000577, GC_00001043, GC_00001443	1	KOfam	No	0
succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	0	1	1	NA	K00135	GC_00000047	1	KOfam	No	0
mevalonate-3-kinase [EC:2.7.1.185]	0	1	1	NA	K18689	GC_00000535	1	KOfam	No	0
replication factor C large subunit	0	1	1	NA	K04800	GC_00000599	1	KOfam	No	0
ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-]	0	1	1	NA	K03724	GC_00000123, GC_00000135	1	KOfam	No	0
cob(I)alamin adenosyltransferase [EC:2.5.1.17]	0	1	1	NA	K00798	GC_00000684	1	KOfam	No	0
homoserine dehydrogenase [EC:1.1.1.3]	0	1	1	NA	K00003	GC_00000179	1	KOfam	No	0
DNA repair protein NreA	0	1	1	NA	K22585	GC_00000307	1	KOfam	No	0
isocitrate dehydrogenase [EC:1.1.1.42]	0	1	1	NA	K00031	GC_00000769, GC_00003796	1	KOfam	No	0
large subunit ribosomal protein L18e	0	1	1	NA	K02883	GC_00000537	1	KOfam	No	0
5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]	0	1	1	NA	K01589	GC_00000293	1	KOfam	No	0
arginine decarboxylase [EC:4.1.1.19]	0	1	1	NA	K02626	GC_00000160	1	KOfam	No	0
sulfur carrier protein	0	1	1	NA	K03154	GC_00000406	1	KOfam	No	0
1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	0	1	1	NA	K23107	GC_00000296, GC_00001384, GC_00001557, GC_00002007, GC_00002363	1	KOfam	No	0
small subunit ribosomal protein S8	0	1	1	NA	K02994	GC_00000375	1	KOfam	No	0
DNA polymerase II large subunit [EC:2.7.7.7]	0	1	1	NA	K02322	GC_00000771	1	KOfam	No	0
flap endonuclease-1 [EC:3.-.-.-]	0	1	1	NA	K04799	GC_00000532	1	KOfam	No	0
DNA-directed RNA polymerase subunit B [EC:2.7.7.6]	0	1	1	NA	K13798	GC_00000207	1	KOfam	No	0
transcriptional regulator	0	1	1	NA	K07734	GC_00000867, GC_00004145	1	KOfam	No	0
methionyl aminopeptidase [EC:3.4.11.18]	0	1	1	NA	K01265	GC_00000385	1	KOfam	No	0
8-oxo-dGTP diphosphatase [EC:3.6.1.55]	0	1	1	NA	K03574	GC_00000458, GC_00001053, GC_00003126	1	KOfam	No	0
tyrosyl-tRNA synthetase [EC:6.1.1.1]	0	1	1	NA	K01866	GC_00000474	1	KOfam	No	0
chloride channel protein, CIC family	0	1	1	NA	K03281	GC_00000494	1	KOfam	No	0
fatty-acyl-CoA synthase [EC:6.2.1.-]	0	1	1	NA	K00666	GC_00000641, GC_00004243	1	KOfam	No	0
DNA excision repair protein ERCC-3 [EC:3.6.4.12]	0	1	1	NA	K10843	GC_00000400, GC_00003739	1	KOfam	No	0
acetate---CoA ligase (ADP-forming) [EC:6.2.1.13]	0	1	1	NA	K24012	GC_00000208	1	KOfam	No	0
signal recognition particle subunit SRP54 [EC:3.6.5.4]	0	1	1	NA	K03106	GC_00000422	1	KOfam	No	0
HTH-type transcriptional regulator, sugar sensing transcriptional regulator	0	1	1	NA	K23356	GC_00000182, GC_00000215, GC_00001367, GC_00003361, GC_00003490	1	KOfam	No	0
dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	0	1	1	NA	K00721	GC_00000470, GC_00001415, GC_00002070, GC_00002250	1	KOfam	No	0
molybdopterin-synthase adenylyltransferase [EC:2.7.7.80]	0	1	1	NA	K21029	GC_00000453	1	KOfam	No	0
DNA-directed RNA polymerase subunit A' [EC:2.7.7.6]	0	1	1	NA	K03041	GC_00000229	1	KOfam	No	0
3-dehydroquinate synthase [EC:4.2.3.4]	0	1	1	NA	K01735	GC_00000621	1	KOfam	No	0
threonylcarbamoyladenosine tRNA methylthiotransferase CDKAL1 [EC:2.8.4.5]	0	1	1	NA	K15865	GC_00000261	1	KOfam	No	0
4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]	0	1	1	NA	K03182	GC_00000305	1	KOfam	No	0
exodeoxyribonuclease III [EC:3.1.11.2]	0	1	1	NA	K01142	GC_00000067	1	KOfam	No	0
transcription factor S	0	1	1	NA	K03057	GC_00000372	1	KOfam	No	0
ceramide glucosyltransferase [EC:2.4.1.80]	0	1	1	NA	K00720	GC_00000660	1	KOfam	No	0
glutamate--LysW ligase ArgX [EC:6.3.2.-]	0	1	1	NA	K19412	GC_00000515	1	KOfam	No	0
large subunit ribosomal protein L15	0	1	1	NA	K02876	GC_00000384	1	KOfam	No	0
ferredoxin like protein	0	1	1	NA	K03855	GC_00000343, GC_00000377	1	KOfam	No	0
endonuclease III [EC:4.2.99.18]	0	1	1	NA	K10773	GC_00000642	1	KOfam	No	0
xanthine dehydrogenase accessory factor	0	1	1	NA	K07402	GC_00001006, GC_00004696	1	KOfam	No	0
alpha-aminoadipate/glutamate carrier protein LysW	0	1	1	NA	K05826	GC_00000445, GC_00001755	1	KOfam	No	0
pyrroloquinoline-quinone synthase [EC:1.3.3.11]	0	1	1	NA	K06137	GC_00000225, GC_00001329, GC_00003286	1	KOfam	No	0
nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]	0	1	1	NA	K00952	GC_00000188	1	KOfam	No	0
NAD+ kinase [EC:2.7.1.23]	0	1	1	NA	K00858	GC_00000718	1	KOfam	No	0
[ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]	0	1	1	NA	K03790	GC_00000272	1	KOfam	No	0
small subunit ribosomal protein S3	0	1	1	NA	K02982	GC_00000345	1	KOfam	No	0
[amino group carrier protein]-L-2-aminoadipate 6-kinase [EC:2.7.2.17]	0	1	1	NA	K05828	GC_00000444	1	KOfam	No	0
3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component	0	1	1	NA	K05710	GC_00000508, GC_00000602	1	KOfam	No	0
methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	0	1	1	NA	K01848	GC_00000316	1	KOfam	No	0
fused signal recognition particle receptor	0	1	1	NA	K03110	GC_00000266	1	KOfam	No	0
putative membrane protein	0	1	1	NA	K00389	GC_00000359, GC_00000590, GC_00001062, GC_00001537, GC_00001542, GC_00001607, GC_00001625, GC_00002538, GC_00003050, GC_00004586	1	KOfam	No	0
ornithine carbamoyltransferase [EC:2.1.3.3]	0	1	1	NA	K00611	GC_00001063, GC_00001494	1	KOfam	No	0
single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	0	1	1	NA	K07462	GC_00000546	1	KOfam	No	0
cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	0	1	1	NA	K00426	GC_00000699, GC_00001088	1	KOfam	No	0
dolichol-phosphate hexosyltransferase [EC:2.4.1.-]	0	1	1	NA	K23684	GC_00000745	1	KOfam	No	0
gamma-carbonic anhydrase [EC:4.2.1.-]	0	1	1	NA	K01726	GC_00000521	1	KOfam	No	0
CTP synthase [EC:6.3.4.2]	0	1	1	NA	K01937	GC_00000427	1	KOfam	No	0
phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]	0	1	1	NA	K13038	GC_00000312, GC_00003029	1	KOfam	No	0
2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	0	1	1	NA	K00174	GC_00000075, GC_00000668	1	KOfam	No	0
methylamine---glutamate N-methyltransferase subunit C [EC:2.1.1.21]	0	1	1	NA	K22083	GC_00000315	1	KOfam	No	0
DNA-directed RNA polymerase subunit A" [EC:2.7.7.6]	0	1	1	NA	K03042	GC_00000246	1	KOfam	No	0
deoxyribonuclease IV [EC:3.1.21.2]	0	1	1	NA	K01151	GC_00000163, GC_00000627	1	KOfam	No	0
D-glyceraldehyde dehydrogenase (NADP+) [EC:1.2.1.89]	0	1	1	NA	K18128	GC_00000388	1	KOfam	No	0
large subunit ribosomal protein L29	0	1	1	NA	K02904	GC_00000527	1	KOfam	No	0
DNA-binding protein HU-beta	0	1	1	NA	K03530	GC_00000356	1	KOfam	No	0
kumamolisin	0	1	1	NA	K08677	GC_00001234, GC_00001928, GC_00004063, GC_00004546, GC_00004550	1	KOfam	No	0
sulfur oxygenase/reductase [EC:1.13.11.55]	0	1	1	NA	K16952	GC_00000094	1	KOfam	No	0
ketol-acid reductoisomerase [EC:1.1.1.86]	0	1	1	NA	K00053	GC_00000277	1	KOfam	No	0
DNA adenine methylase [EC:2.1.1.72]	0	1	1	NA	K06223	GC_00000748, GC_00001742, GC_00001781, GC_00003342, GC_00003836, GC_00003968, GC_00004436, GC_00004725, GC_00004730	1	KOfam	No	0
methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	0	1	1	NA	K01491	GC_00000544	1	KOfam	No	0
small subunit ribosomal protein S2	0	1	1	NA	K02967	GC_00000374	1	KOfam	No	0
CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase [EC:2.7.7.67]	0	1	1	NA	K19664	GC_00000742	1	KOfam	No	0
tryptophan synthase beta chain [EC:4.2.1.20]	0	1	1	NA	K06001	GC_00000451, GC_00002576	1	KOfam	No	0
transaldolase [EC:2.2.1.2]	0	1	1	NA	K00616	GC_00000478, GC_00000479	1	KOfam	No	0
ATPase	0	1	1	NA	K06865	GC_00000168	1	KOfam	No	0
DNA gyrase subunit A [EC:5.6.2.2]	0	1	1	NA	K02469	GC_00000234	1	KOfam	No	0
endoribonuclease Nob1 [EC:3.1.-.-]	0	1	1	NA	K07060	GC_00000102	1	KOfam	No	0
zinc finger protein	0	1	1	NA	K06874	GC_00000216	1	KOfam	No	0
CoA:oxalate CoA-transferase [EC:2.8.3.19]	0	1	1	NA	K18702	GC_00000099	1	KOfam	No	0
fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]	0	1	1	NA	K01622	GC_00000387	1	KOfam	No	0
N-methylhydantoinase A [EC:3.5.2.14]	0	1	1	NA	K01473	GC_00000089	1	KOfam	No	0
